id,pedido_id,sku,descripcion,gramaje,cantidad_pedida,cantidad_fisica,novedad,observaciones,auditado_por,auditado_en
21975,10539,7702521104191,Dog Chow - Salud Visible Adultos Medianos Y Grandes,8 KG,1,,sin_novedad,,,
21976,10539,7707772810471,Natural Freshly - Jabón Allergy Pets,90 GR,1,,sin_novedad,,,
21977,10540,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
21978,10540,7702487187900,Petys - Tapetes Absorbentes (60x80cm),12 UNDS,1,,sin_novedad,,,
21979,10541,7707865304733,Besties - Paté Alimento Húmedo Gatos Adultos Sabor Pollo,100 GR,2,,sin_novedad,,,
21980,10541,7707865308816,Besties - Paté Alimento Húmedo Gatos Adultos Sabor Pescado,100 GR,10,,sin_novedad,,,
20597,9888,3182550704625,Royal Canin - Indoor Adult,2 KG,1,,sin_novedad,,,
20588,9884,7898349703101,Monello - Tradicional Adulto,7 KG,1,1,sin_novedad,"",27,2026-02-27 15:00:21.52825
20591,9884,739802443875,Salvaje - Dieta Horneada Natural Congelada de Salmon,500 GR,1,1,sin_novedad,"",27,2026-02-27 15:02:38.756465
20589,9884,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,1,1,sin_novedad,"",27,2026-02-27 15:03:06.786735
20590,9884,739802443882,Salvaje - Dieta Horneada Natural Congelada de Pollo,500 GR,1,1,sin_novedad,"",27,2026-02-27 15:04:31.528729
21981,10541,7703381243501,NexGard Spectra - Tableta Masticable para Perros 15.1 - 30 KG,15.1 - 30 KG,1,,sin_novedad,,,
21982,10542,074198121038,Nutra Nuggets - Mantenimiento,3 KG,1,,sin_novedad,,,
21983,10542,7709609300841,Galletas Vita Crunch 500 Gr,AVENA,1,,sin_novedad,,,
21984,10542,29534752158,Laika By Rausch - Galletas de Fibra y Control Bola de Pelos,65 GR,2,,sin_novedad,,,
21985,10543,7898604436706,N&D - Tropical Selection Fel Castrado Frango,1.5 KG,1,,sin_novedad,,,
21986,10544,5414736059969,Apoquel - Tratamiento Dermatológico,3.6 Mg 20 MEDICAMENTOS,1,,sin_novedad,,,
21987,10544,7707193756334,Shampoo Keto Clean,250 MILILITRO,1,,sin_novedad,,,
21988,10545,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
21989,10545,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,2,,sin_novedad,,,
21990,10545,6921300023374,Paw Day - Pala para Arena Gato Economica,ÚNICA,1,,sin_novedad,,,
21991,10546,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
21992,10546,7702487033023,CanAmor - Talco Insecticida,100 GR,1,,sin_novedad,,,
21993,10546,7709609300865,Galletas Vita Crunch 250 Gr,AVENA,1,,sin_novedad,,,
21994,10546,7703381243495,NexGard Spectra - Tableta Masticable para Perros 7.6 - 15 KG,7.6 - 15 KG,1,,sin_novedad,,,
21995,10547,074198614660,Taste Of The Wild  - Bandeja Alimento Húmedo Turkey,390 GR,1,,sin_novedad,,,
21996,10548,750258952896,Whole Barf - Original Taste,500 GR,11,,sin_novedad,,,
21997,10548,750258952827,Whole Barf - Tasty Buffalo,500 GR,11,,sin_novedad,,,
21998,10548,750258952841,Whole Barf - Tasty Lamb,500 GR,11,,sin_novedad,,,
21999,10548,7898053599502,Organew - Suplemento.,100 GR,1,,sin_novedad,,,
22000,10548,4014355322560,"Dr Clauders - Dog Senior Res, Cerdo y Pollo",800 GR,1,,sin_novedad,,,
22001,10548,4014355245302,Dr Clauders - Dog Intestinal,400 GR,1,,sin_novedad,,,
22002,10549,7709399777472,Galletas Br For Cat Bolas De Pelos,60 GR,2,,sin_novedad,,,
22003,10549,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,2,,sin_novedad,,,
22004,10549,7709399777465,King Cat - Arena Sanitaria,25 KG,1,,sin_novedad,,,
22005,10549,7501072214546,Pro Plan - Urinary Alimento Húmedo para Gato Adulto,85 GR,4,,sin_novedad,,,
22006,10550,052742012117,Hills Sd - Senior Vitality Alimento Saludable Gato Senior Sabor Pollo,3 LB,1,,sin_novedad,,,
22007,10550,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
22008,10551,3182550793001,Royal Canin - Mini Puppy,2 KG,1,,sin_novedad,,,
22009,10552,7708228519092,Besties - Alimento Perros Adultos Sabor Carne y Pollo,8 KG,1,,sin_novedad,,,
22010,10553,7708694229907,Bonnat - Grain Free Canine Puppy Medium/Large Breeds,2 KG,1,,sin_novedad,,,
22011,10554,052742022536,Hills Pd-Metabolic+J/D Alimento Perro Articulaciones Sabor Pollo,8 LB,1,,sin_novedad,,,
22012,10555,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
22013,10555,7709399777472,Galletas Br For Cat Bolas De Pelos,60 GR,1,,sin_novedad,,,
22014,10555,7707205154509,Agility Gold - Gatos,3 KG,1,,sin_novedad,,,
22015,10555,7707865306096,Let's Be Fresh - Bolsas Biodegradables Aroma Citronella 12 Rollos,240 bolsas,1,,sin_novedad,,,
22016,10555,7708808596369,Foficat - Arena Aroma Carbón Activado,5 KG,1,,sin_novedad,,,
22017,10555,7707205154813,Agility Gold - Snacks Dental,150g,1,,sin_novedad,,,
22018,10555,7707205159122,Menú Natural - Cremoso Gato Surtido Bolsa x 6 Unidades,78 GR,1,,sin_novedad,,,
22019,10556,850030015365,Churu - Inaba Cat Chicken With Salmon Recipe 4 Piezas,56 GR,1,,sin_novedad,,,
22020,10556,6972228790244,Calabaza Pets - Guacal Sencillo Con Tornillos Bristol,XL,1,,sin_novedad,,,
22021,10557,3182550768474,Royal Canin - Satiety Cat,1.5 KG,1,,sin_novedad,,,
22022,10557,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
22023,10558,7707205150235,Agility Gold - Grandes Adultos,15 KG,1,,sin_novedad,,,
22024,10559,753153844884,Wow Can - Alimento Congelado Salmón,500  GR,16,,sin_novedad,,,
22025,10559,736990005168,Shed X - Suplemento Perros.,16 OZ,1,,sin_novedad,,,
22026,10560,7702487033047,CanAmor - Shampoo Árbol De Te,230 MILILITRO,1,,sin_novedad,,,
22027,10560,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,1,,sin_novedad,,,
22028,10560,7709376807680,Pixie - Dieta Horneada Cordero,500 GR,1,,sin_novedad,,,
22029,10560,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,1,,sin_novedad,,,
22030,10561,3182550716888,Royal Canin - Mini Adult,8 KG,1,,sin_novedad,,,
22031,10562,7798042360246,Total Full LC - Perros De 20 Hasta 60 Kg,3 Tabletas,1,,sin_novedad,,,
22032,10562,5414736047942,"Simparica - Perros De 20,1 Hasta 40 Kg.",1 Tableta,1,,sin_novedad,,,
22033,10562,7501072215291,Pro Plan - Sensitive Skin & Stomach Pavo y Probioticos,10 KG,1,,sin_novedad,,,
22034,10563,7708694229044,Bonnat - Grain Free Feline Kitten,1.5 KG,2,,sin_novedad,,,
22035,10564,7702521105013,Dog Chow -  Longevidad Adultos 7+,17 KG,1,,sin_novedad,,,
22036,10565,074198608126,Diamond Naturals - Indoor Cat Formula,6 LB,1,,sin_novedad,,,
22037,10566,074198608126,Diamond Naturals - Indoor Cat Formula,6 LB,1,,sin_novedad,,,
22038,10566,850030015464,Churu - Inaba Cat Snack Churu Caja Variedad Atún 280 g,20 Uds,1,,sin_novedad,,,
8758,4336,7702521102531,Dog Chow - Salud Visible Cachorros Medianos Y Grandes,17 KG,1,,sin_novedad,,,
22039,10567,052742725208,Hills Pd K/D Alimento Saludable Para Gato Cuidado Renal Sabor Pollo,4 LB,1,,sin_novedad,,,
22040,10567,052742945309,"Hills Pd - K/D Alimento, Húmedo Gato Cuidado Renal Sabor Pollo","5,5 OZ",6,,sin_novedad,,,
22041,10567,7707196563267,Freemiau - Arena Para Gato,10 KG,2,,sin_novedad,,,
22042,10567,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
22043,10567,850030015464,Churu - Inaba Cat Snack Churu Caja Variedad Atún 280 g,20 Uds,1,,sin_novedad,,,
22044,10567,074198612772,Diamond Naturals - Indoor Cat Lata,"5,5 OZ",2,,sin_novedad,,,
22045,10568,050000290598,Félix - Paté Pescado Y Atún,156  GR,4,,sin_novedad,,,
22046,10568,050000290482,Félix - Paté Salmón,156  GR,3,,sin_novedad,,,
22047,10568,050000290680,Félix - Paté Pavo Y Menudencias,156  GR,3,,sin_novedad,,,
22048,10568,781159451218,Jv Cats  - Arena Sanitaria Café,5 KG,1,,sin_novedad,,,
22049,10568,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
22050,10568,7708808596635,Michiko - Snack Humedo Salmon x 4 Sobres,56 GR,1,,sin_novedad,,,
22051,10569,7703381240050,NexGard - Perros De 25.1 Hasta 50 Kg.,1 TABLETA,1,,sin_novedad,,,
22052,10569,7703381240029,NexGard - Perros De 10.1 Hasta 25 Kg,1 TABLETA,2,,sin_novedad,,,
22053,10570,857848000705,Max - Cat Castrados,3 KG,2,,sin_novedad,,,
22054,10570,850030015464,Churu - Inaba Cat Snack Churu Caja Variedad Atún 280 g,20 Uds,2,,sin_novedad,,,
22055,10571,7707205154516,Agility Gold - Gatos,7 KG,1,,sin_novedad,,,
22056,10572,7501072206299,Pro Plan - Adulto Optiprebio,3 KG,1,,sin_novedad,,,
22057,10573,7898349703125,Monello - Tradicional Adulto,15 KG,1,,sin_novedad,,,
22058,10574,052742679709,Hills Sd- Alimento Saludable Gato Adulto Sabor Pollo,4 LB,1,,sin_novedad,,,
22059,10574,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,2,,sin_novedad,,,
22060,10575,3030301000144,Furry - Combo 2 Arenas Aglomerantes Premium Furry Black,Combo,2,,sin_novedad,,,
8781,4344,7453015301052,Barf Origenes - Alimento Congelado Menú Marino Salmón,500 GR,1,,sin_novedad,,,
8782,4344,7453015301014,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,500 GR,14,,sin_novedad,,,
8783,4344,750258952896,Whole Barf - Original Taste,500 GR,2,,sin_novedad,,,
8784,4344,750258952827,Whole Barf - Tasty Buffalo,500 GR,1,,sin_novedad,,,
8785,4344,750258952841,Whole Barf - Tasty Lamb,500 GR,1,,sin_novedad,,,
8786,4344,750258952865,Whole Barf - Tasty Tilapia,500 GR,1,,sin_novedad,,,
22062,10575,7898604435082,N&D - Ocean Feline Adult Castrado Salmao,7.5 KG,1,,sin_novedad,,,
22063,10576,857848126689,Max Vita - Alimento Perro Adulto Pollo y Vegetales,8 KG,2,,sin_novedad,,,
22064,10577,052742024554,Hills Pd-Gastrointestinal Biome Alimento Saludable Gato Sabor Pollo,4 LB,3,,sin_novedad,,,
22065,10577,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,1,,sin_novedad,,,
22066,10577,855958006556,Churu - Inaba Cat Atún,4 uds,3,,sin_novedad,,,
22067,10578,7709214028840,Foficat - Arena Para Gatos,10 KG,1,,sin_novedad,,,
22068,10578,7501072213860,Fancy Feast - Casserole Atún Salmón Pouch,85 GR,1,,sin_novedad,,,
22069,10578,7501072213839,Fancy Feast - Petit Filets Salmón Pouch,85 GR,1,,sin_novedad,,,
22070,10579,074198611027,Taste Of The Wild - Canyon River Feline Trucha Y Salmón,5 LB,1,,sin_novedad,,,
8797,4353,7703090876106,Ringo + Pro - Alimento Seco para Adultos,20 KG,1,,sin_novedad,,,
8798,4353,7896588958627,Max Vita - Alimento Gato Castrado Pollo,3 KG,1,,sin_novedad,,,
22071,10579,854871008951,Churu - Inaba Bites Chicken Wraps with Chicken Recipe,3 uds,1,,sin_novedad,,,
22072,10580,753153844877,Wow Can - Alimento Congelado Pollo y Ternera,500  GR,4,,sin_novedad,,,
22073,10580,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,4,,sin_novedad,,,
22074,10580,753153844884,Wow Can - Alimento Congelado Salmón,500  GR,1,,sin_novedad,,,
22075,10580,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
8804,4356,7503008553248,Nupec - Adulto Razas Pequeñas,2 KG,1,,sin_novedad,,,
8805,4356,7503020053306,Nupec - Treats Joint Care,180 GR,1,,sin_novedad,,,
8806,4356,5414736065021,Simparica - TRIO Perros De 10 Hasta 20Kg 1 tab,20 KG,1,,sin_novedad,,,
22076,10580,854871008371,Churu Pops - Inaba Cat 4 Piezas Atún,60 GR,1,,sin_novedad,,,
8808,4358,7896588951963,Max - Cat Gatito Pollo,1 KG,2,,sin_novedad,,,
8809,4358,7896588950065,Max - Mature Pollo & Arroz,15 KG,1,,sin_novedad,,,
8810,4358,4007221055396,Advocate - Gatos Hasta 4 Kg,0.4 MILILITRO,1,,sin_novedad,,,
8811,4358,7703381240050,NexGard - Perros De 25.1 Hasta 50 Kg.,1 TABLETA,1,,sin_novedad,,,
8812,4358,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
22077,10580,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,,sin_novedad,,,
22078,10580,7707865305488,Belly Treats - Mix Parrillero,200 GR,1,,sin_novedad,,,
22079,10580,7707865307192,Belly Treats - Twist de Colágeno,6 uds,1,,sin_novedad,,,
22080,10581,731199797999,Happy Barf - Alimento Congelado Sabor Beef,500 GR,18,,sin_novedad,,,
22081,10581,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,18,,sin_novedad,,,
22082,10582,5420036973416,Credelio - Tableta Saborizadas Contra Pulgas Y Garrapatas,48 Mg,1,,sin_novedad,,,
22083,10583,052742859903,Hills Pd - R/D Alimento Para Perro Pérdida De Peso Sabor Pollo,"27,5 LB",1,,sin_novedad,,,
22084,10584,052742725208,Hills Pd K/D Alimento Saludable Para Gato Cuidado Renal Sabor Pollo,4 LB,1,,sin_novedad,,,
22085,10584,074198210206,Country Value - Premium Cat,20 LB,1,,sin_novedad,,,
22086,10584,7709399777465,King Cat - Arena Sanitaria,25 KG,1,,sin_novedad,,,
22087,10584,7709548759809,Dowolf - Galletas Pollo y Zanahoria con Omega 3,200 GR,1,,sin_novedad,,,
22088,10585,052742195209,Hills Pd Metabolic - Alimento Perro Mantenimiento Peso Sabor Pollo,"17,6 LB",1,,sin_novedad,,,
22089,10586,788115399201,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Pollo,Pollo,4,,sin_novedad,,,
22090,10586,788115399218,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Salmón,Salmón,4,,sin_novedad,,,
22091,10587,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,3,,sin_novedad,,,
22092,10587,7708694229174,Bonnat - Grain Free Feline Adult,1.5 KG,2,,sin_novedad,,,
8829,4365,7707001120043,Nutrion - Adultos,30 KG,1,,sin_novedad,,,
22093,10588,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,,sin_novedad,,,
22094,10589,7702084057132,Donkat - Gatitos,1 KG,1,,sin_novedad,,,
22095,10589,7702578327246,Mirrapel - Polvo,300  GR,1,,sin_novedad,,,
22096,10589,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,,sin_novedad,,,
22097,10589,7708184209556,Wow Cat - Salmón Cocinado sin Refrigeración,100 GR,1,,sin_novedad,,,
22098,10590,7702521104887,Cat Chow - Hogareños,8 KG,1,,sin_novedad,,,
22099,10590,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,2,,sin_novedad,,,
22100,10591,052742553207,Hills Sd - Indoor Alimento Gato Adulto De Interior Sabor Pollo,"3,5 LB",2,,sin_novedad,,,
22101,10592,7709666658350,Royal Canin - Tripack Alimento Húmedo  Adult Instinctive,255 GR,5,,sin_novedad,,,
22102,10593,7703381243501,NexGard Spectra - Tableta Masticable para Perros 15.1 - 30 KG,15.1 - 30 KG,1,,sin_novedad,,,
8840,4370,7896588950324,Max - Premium Adulto Máximo Desempeño Carne,20 KG,1,,sin_novedad,,,
8841,4370,7709399777410,Foficat - Arena Para Gatos,25 KG,1,,sin_novedad,,,
8842,4370,7707108085504,Pedigree - Alimento Húmedo Para Perro Adulto Razas Pequeñas AhorraPack 100 g X 7 Sobres,7 Sobres x 100 g,1,,sin_novedad,,,
8843,4370,854871008920,Churu - Inaba Bites Chicken Wraps With Tuna Recipe,3 uds,1,,sin_novedad,,,
8844,4370,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
8845,4370,7707865304450,Belly Treats - Huesos 5 - 6,Unidad,1,,sin_novedad,,,
22103,10594,4913993142328,Bombonera Trocitos Mix Three Pets,620 GR,1,,sin_novedad,,,
22104,10594,7703090879596,Ringo + Pro - Alimento Seco para Cachorros,15 KG,1,,sin_novedad,,,
22105,10594,7707319650508,Mypet - Bombonera Mix,483 GR,1,,sin_novedad,,,
22106,10594,7707319650485,Mypet - Tráquea Tubito,200 GR,1,,sin_novedad,,,
22107,10594,7707865301633,Belly Treats - Oreja de Cerdo,Unidad,1,,sin_novedad,,,
22108,10595,7709399777489,Br For Cat - Adulto Castrados,3 KG,1,,sin_novedad,,,
22109,10595,7501072214560,Pro Plan - Alimento húmedo para gatitos,85 GR,1,,sin_novedad,,,
22110,10596,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
22111,10597,3182550702614,Royal Canin - Fbn Persian Adult,2 KG,1,,sin_novedad,,,
22112,10597,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,1,,sin_novedad,,,
22113,10598,7898349703354,Monello - Puppy Alimento Seco Para Cachorros,7 KG,1,,sin_novedad,,,
22114,10598,4913993141000,Rollitos De Res Three Pets,60 GR,1,,sin_novedad,,,
22115,10598,035585111315,Kong - Classic Portapasabocas,S,1,,sin_novedad,,,
22116,10599,3182550702423,Royal Canin - Fhn Kitten,2 KG,1,,sin_novedad,,,
22117,10600,7707205157005,Chunky - Gatos Salmon Cordero,1.5 KG,1,,sin_novedad,,,
22118,10600,7709034382726,Michiko - Arena con Carbon Activado,5 KG,1,,sin_novedad,,,
22119,10601,7898604433101,N&D - Prime Can Frango Adt Mini,2.5 KG,1,,sin_novedad,,,
22120,10602,052742338903,Hills Pd - I/D Alimento Húmedo Perro Cuidado Digestivo Sabor Pollo,"12,5 OZ",1,,sin_novedad,,,
8866,4377,052742006444,Hill'S Sd- Light Alimento Saludable Gato Adulto Sabor Pollo,16 LB,1,,sin_novedad,,,
8867,4377,052742710402,Hill'S Sd - Adult 7+ Alimento Saludable Gato Senior Sabor Pollo,4 LB,2,,sin_novedad,,,
8868,4377,074198608133,Diamond Naturals - Indoor Cat Formula,18 LB,3,,sin_novedad,,,
8869,4377,781718998994,Sand & Cat - Arena Premium,20 KG,4,,sin_novedad,,,
8870,4377,850006715305,Churu - Inaba Cat Nourish,50 UN,1,,sin_novedad,,,
8871,4377,857276007697,Churu - Inaba Cat Snack Churu Bombonera Variedad De Pollo y Atún 700 g,50 Uds,1,,sin_novedad,,,
22121,10602,074198116072,Nutra Nuggets - Puppy,7.5 KG,1,,sin_novedad,,,
22122,10602,7709609300841,Galletas Vita Crunch 500 Gr,AVENA,1,,sin_novedad,,,
22123,10602,035585013206,Kong - Snack Mantequilla De Mani,140 GR,1,,sin_novedad,,,
22124,10603,3182550737593,Royal canin - Sterilised,2 KG,1,,sin_novedad,,,
22125,10603,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,2,,sin_novedad,,,
22126,10604,030111604484,Royal Canin - Adult Instinctive,85  GR,12,,sin_novedad,,,
22127,10604,850030015464,Churu - Inaba Cat Snack Churu Caja Variedad Atún 280 g,20 Uds,1,,sin_novedad,,,
22128,10605,7453015301014,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,500 GR,30,,sin_novedad,,,
8880,4381,7702084057118,Oh Maigat! - Caseros Y Delicados,8KG,1,,sin_novedad,,,
8881,4381,6972228797526,Calabaza Pets - Arena para Gatos Aroma Vainilla,10KG,1,,sin_novedad,,,
8882,4381,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10KG,1,,sin_novedad,,,
8883,4381,7703090508328,Ringo Original - Adulto,30KG,1,,sin_novedad,,,
22129,10606,052742710402,Hills Sd - Adult 7+ Alimento Saludable Gato Senior Sabor Pollo,4 LB,1,,sin_novedad,,,
22130,10607,052742195308,Hills Pd Metabolic - Alimento Perro Mantenimiento Peso Sabor Pollo,27.5 LB,1,,sin_novedad,,,
22131,10608,7707205157760,Agility Gold - Piel Pequeños Adultos,8 KG,1,,sin_novedad,,,
22132,10608,7703681042569,Galletas Quínoa Energy Razas Pequeñas,250 GR,1,,sin_novedad,,,
22133,10608,023100118499,Temptations - Snack Para Gatos Adultos Camarón,85 GR,1,,sin_novedad,,,
22134,10608,7708184209556,Wow Cat - Salmón Cocinado sin Refrigeración,100 GR,1,,sin_novedad,,,
22135,10609,7643758155900,Feline Pine - Arena Ecológica Para Gato,10 KG,1,,sin_novedad,,,
22136,10609,7708228519993,True Nature - Alimento Perros Adultos Razas Medianas y Grandes Pollo Vegetales,4 KG,1,,sin_novedad,,,
22137,10609,7708228519245,True Nature - Alimento Gatos Castrados Sabor Pollo y Vegetales,3 KG,1,,sin_novedad,,,
22138,10610,7703090254065,Mirringo - Gato Adulto + Pro,8 KG,1,,sin_novedad,,,
22139,10611,606110136310,Wow Can - Alimento Carne De Res Al Vapor sin Refrigeración,300 GR,2,,sin_novedad,,,
22140,10611,606110140775,Wow Can - Alimento Pollo y Ternera Al Vapor sin Refrigeración,300 GR,2,,sin_novedad,,,
22141,10611,606110140782,Wow Can - Alimento Salmón Al Vapor sin Refrigeración,300 GR,2,,sin_novedad,,,
22142,10611,701575381449,Wow Can - Alimento Cerdo Al Vapor sin Refrigeración,300 GR,2,,sin_novedad,,,
22143,10611,701575381456,Wow Can - Alimento Baja en Proteína Al Vapor sin Refrigeración,300 GR,2,,sin_novedad,,,
22144,10612,052742945309,"Hills Pd - K/D Alimento, Húmedo Gato Cuidado Renal Sabor Pollo","5,5 OZ",10,,sin_novedad,,,
22145,10612,3182550784566,Royal Canin - Sterilised 7+,1.5 KG,2,,sin_novedad,,,
22146,10612,7709214028864,Canada Litter - Arena Para Gato,4.5 KG,3,,sin_novedad,,,
22147,10613,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
22148,10613,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
22149,10614,7896588958450,Max Vita - Alimento Perro Adulto Carne y Pollo,18 KG,1,,sin_novedad,,,
22150,10615,052742462806,Hills Pd - I/D Alimento Húmedo Para Gato Cuidado Digestivo Sabor Pollo,"5,5 OZ",3,,sin_novedad,,,
22151,10615,044600304687,Fresh Step - Arena Multi Cat con Frebreze,25 LB,1,,sin_novedad,,,
22152,10616,7896588944576,Equilibrio - Gato Castrado Adulto,1.5 KG,2,,sin_novedad,,,
22153,10616,7891000246382,Pro Plan - Alimento húmedo para adultos,100 GR,12,,sin_novedad,,,
22154,10616,850006715541,Churu - Inaba Dog Bites Chicken Recipe Wraps Chicken Recipe,8 uds,1,,sin_novedad,,,
22155,10616,850006715565,Churu - Inaba Dog Bites Chicken Recipe Wraps with Salmon Recipe,8 uds,1,,sin_novedad,,,
22157,10618,052742610900,Hills Sd - Adult Indoor Alimento Húmedo Gato De Interior Sabor Pollo,"5,5 OZ",3,,sin_novedad,,,
8913,4392,7703090904632,Ringo Original - Adulto,20 KG,1,,sin_novedad,,,
22158,10618,788070718284,Furry Black - Arena Aglomerante Premium,10 KG,2,,sin_novedad,,,
22159,10618,8445290179630,Fancy Feast - Purée Kiss Con Atún y Salmón en Salsa Cremosa,40 gr,2,,sin_novedad,,,
22160,10618,7896588958627,Max Vita - Alimento Gato Castrado Pollo,3 KG,2,,sin_novedad,,,
22161,10619,7702084057347,Donkat - Gato Adulto,16 KG,1,,sin_novedad,,,
22162,10620,781159451232,Jv Cats  - Arena Sanitaria Lavanda,20 KG,1,,sin_novedad,,,
22163,10621,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
22164,10622,164100000222,Paw Day - Cargador Tipo Morral en Lona,AZUL,1,,sin_novedad,,,
22165,10622,0658325443653,Ferogatos - Collar de Feromonas Felinas,0.2 KG,1,,sin_novedad,,,
22166,10623,606110136310,Wow Can - Alimento Carne De Res Al Vapor sin Refrigeración,300 GR,15,,sin_novedad,,,
22167,10623,606110140775,Wow Can - Alimento Pollo y Ternera Al Vapor sin Refrigeración,300 GR,15,,sin_novedad,,,
22168,10623,606110140782,Wow Can - Alimento Salmón Al Vapor sin Refrigeración,300 GR,15,,sin_novedad,,,
22169,10623,788115399195,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Carne,Carne,15,,sin_novedad,,,
22170,10623,788115399201,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Pollo,Pollo,10,,sin_novedad,,,
22171,10623,788115399218,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Salmón,Salmón,10,,sin_novedad,,,
22172,10623,5420036942306,Credelio - Perros de 22 - 45 kg,3 Comprimidos,1,,sin_novedad,,,
22173,10623,6921306036521,Paw Day - Comedero Doble Bowl Removible 33x17 cm,Multicolor,1,,sin_novedad,,,
22174,10624,030111451958,Royal Canin - Dachshund Puppy,1.14 KG,1,,sin_novedad,,,
22175,10625,7708694229990,Bonnat - Grain Free Feline Sterilized,1.5 KG,2,,sin_novedad,,,
22176,10626,7707205157739,Agility Gold - Piel Grandes Adultos,8 KG,1,,sin_novedad,,,
22177,10627,7708228519245,True Nature - Alimento Gatos Castrados Sabor Pollo y Vegetales,3 KG,2,,sin_novedad,,,
22178,10627,7898363317766,Formúla Natural - Alimento Fórmula Natural Veterinaria para Gatos Renal,1.5 KG,1,,sin_novedad,,,
22179,10628,7702084051093,Dogourmet - Alimento Para Perro Doble Proteina Sabor Salmon y Carne a La Plancha,25 KG,1,,sin_novedad,,,
22180,10629,052742462806,Hills Pd - I/D Alimento Húmedo Para Gato Cuidado Digestivo Sabor Pollo,"5,5 OZ",1,,sin_novedad,,,
22181,10629,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
22182,10630,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,3,,sin_novedad,,,
22183,10630,753153844884,Wow Can - Alimento Congelado Salmón,500  GR,3,,sin_novedad,,,
22184,10630,29534752157,Laika By Rausch - Galletas de Cordero y Arroz,150 GR,1,,sin_novedad,,,
22185,10630,7706358000923,Canisan F - Antihelmíntico 10 ml,Jeringa dosificadora X 10 ml MILILITRO,1,,sin_novedad,,,
22186,10631,052742204505,Hills Sd- Alimento Saludable Gato Adulto Sabor Pollo,7 LB,1,,sin_novedad,,,
22187,10631,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,,sin_novedad,,,
22188,10632,064992103132,Orijen - Original,5.90 KG,1,,sin_novedad,,,
22189,10632,030111663207,Royal Canin Gastro Intestinal He Dog Wet,385 GR,4,,sin_novedad,,,
22190,10632,030111472533,Royal Canin - Renal Support E Dog Wet,385 GR,1,,sin_novedad,,,
22191,10633,052742867205,Hills Pd - W/D Alimento Para Perro Manejo Peso/Glucosa Sabor Pollo,17 LB,1,,sin_novedad,,,
22192,10633,074198165155,Nutra Nuggets - Lite Senior,15 KG,1,,sin_novedad,,,
22193,10634,7707205157746,Agility Gold - Piel Pequeños Adultos,1.5 KG,1,,sin_novedad,,,
